Brasserie Boutonnet
Brasserie Odontologie
Brasserie Triolet
Brasserie Veyrassi
Cafet’ Boutonnet
Cafet’ Campus
Cafet’ Chimie
Cafet’ Droit
Cafet’ FDE
Cafet’ Médecine
Cafet’ Passerelle
Cafet’ Paul Valéry (UM3)
Cafet’ Richter
Cafet’ (S)PACE
Cafet’ St Charles
Cafet’ Staps
Cafet’ Sudalternance
Cafet’ Trioletto
Resto U’ Richter
Resto U’ Triolet
Resto U’ Vert-Bois
